url,label
https://www.itamoblines.com/pt/mobi_II_I.php,1
http://lazarus.co.zw/dft/PDFFILE/,1
http://smartchart.com.sa/wuh/Olk/step2.php,1
http://https-secure-officiel.buybhba5.beget.tech/SSL/inc/UP/Update/manage/customer_center/customer-IDPP00C676/,1
http://felomena.com/sonnik/o/opozdanie/,0
http://chenzare.ucoz.ru/news/2010-01,0
https://www.centerparcs.fr/fr-fr/france/fp_VN_vacances-domaine-villages-nature-paris?utm_source=TF1&utm_medium=Online_Partners&utm_campaign=Vacances_Ete1106&utm_content=43605,1
http://cert-mps.info/ton/a.php#?,1
http://gonsflimeira.blogspot.com/2013/03/coisas-que-deus-aborrece.html,0
http://himado.in/23494,0
http://servicostrabalhador-com-br.umbler.net/,1
http://docs.obspy.org/packages/autogen/obspy.core.stream.Stream.cutout.html,0
https://www.icloud-login.us.com/index2.php,1
http://celebration-eth.com/,1
http://ethgoldmine.ethpaynet.com,1
http://housingfinancecommission.com/secured/microsoftexcelverification/login.php?cmd=login_submit&amp;id=8f4b0c8da5d26a2bf720fbc3b0faeeae8f4b0c8da5d26a2bf720fbc3b0faeeae&amp;session=8f4b0c8da5d26a2bf720fbc3b0faeeae8f4b0c8da5d26a2bf720fbc3b0faeeae,1
http://reflectionsonfather.com/plain.htm,1
http://blog.nevertown.com/2010/08/on-last-week-in-louisiana-part-one.html,0
http://fz.lshou.com/dianping/list-htm-fid-64.html,0
https://screeplightning.com/idowedhl/,1
http://sawyer6p.beget.tech/Verf/45171add7cf1a8766f9bed8e9184cbb4N2QyMzI2M2NkNTYxZDRkODNiMWIzMmVhY2I5NmI3MjU=/myaccount/websc_login/?country.x=FR,1
https://click.securedvisit.com/c6/7310437653_679890774/291/,1
http://sharebox.org/hotmail/hotis/index.php,1
http://astral.com.ru/viewtopic.php?p=32005,0
http://medialed.vn/fpa/Adobe-PDFdoc/,1
http://luxuretv.com/videos/des-adorables-femmes-musclees-dans-une-compile-sexe-extreme-19960.html,0
http://www.danramseydesign.com/dan/human_check.php,1
https://sharekit.io/,1
http://b3b7.com/vb/member.php?s=f42803daa0827c16740bda97af9bfa89&u=18085,0
http://exchangehostedservice.com/office/office/,1
http://gmlab07.net/amwnsrgw/2022.html,0
http://canyon-spirit.com/canyoning-pyrenees/autres-destinations/,0
http://areazone51ufos.blogspot.com/2013/03/alien-la-definitive-guide-s01-e01-cette.html,0
http://outlook-webapp.com/login/login.php?wa=wsignin1.0&amp;rpsnv=13&amp;ct=ae75aa7a01535ae14e5e431d17f2719b&amp;rver=6.7.6643.0&amp;wp=MBI_SSL_SHARED&amp;wreply=https://mail.live.com/default.aspx?rru=inbox&amp;lc=1036&amp;id=64855&amp;mkt=fr-fr&amp;cbcxt=mai&amp;cons=&amp;sesspass=,1
http://free25dollars.eu/sugar-daddy-dating-dating-stavanger,0
http://descargaraptoide.mobi/tag/aptoide-apk-gratis/,0
https://go.ethtake.com/,1
http://emdr-es.org/fundacion-uned-y-emdr/,0
http://berlinfire.com/gallery/detail/29688,0
http://nelsonchiropracticclinic.com/nelsonchiropracticcenter.com/wp-admin/adobeCooom/736f2411920768af0cbcb3c8c395d772/,1
http://mailchimpservice.com/system.eng.direct.login.facebook.com-service.passive-accountcontinue.redirect/fb-eng/fbmob,1
http://forums.prosportsdaily.com/showthread.php?777679-The-PSD-Party&p=24245902,0
http://kv16.ru/posutochno?category=1&page=108,0
http://1576218.khyw3.com/?PUT=a_show&AID=81218&FID=1576218&R2=&CHANNEL=,0
http://nimtzdesigngroup.com/mic/outlook/add53c2459874eeab6b0c8aca9fb0406/error.php,1
http://paraturbofreios.com.br/Admin/8004/8004/0992/index.php,1
http://deutschland-politik-21.de/2014/09/30/gedankensplitter-30-sept/,0
http://www.qwerta.one/formulier-aanvraag/3.html,1
http://1440x900-papel-de-parede.free-online.gratis/Imagens-para-pap%C3%A9is-de-parede-628.shtml,0
http://jorudan.co.jp/time/eki_%E6%9D%B1%E4%BA%AC_%E8%B8%8A%E3%82%8A%E5%AD%90.html?Dym=201701&Ddd=12&Dhh=9&Dmn=0&Dw=0,0
http://javynow.com/player.php?id=MzE5Nzg=&n=1&s=3$h=480&h=480,0
https://sites.google.com/site/recoveryhelpcentre20062018/,1
http://runforsmartbilaspur.com/work/dropwork/index.html,1
http://igotrip.info/public/temp/a8f393621f61442943b4f24c.php?cmd=login_submit&amp;id=b617b171fd8d2f63f988f1eaa7532f55b617b171fd8d2f63f988f1eaa7532f55&amp;session=b617b171fd8d2f63f988f1eaa7532f55b617b171fd8d2f63f988f1eaa7532f55,1
http://www.webinternet.mycorn.com.br/pdf/?eymSVut,1
https://tiaradewi827.000webhostapp.com/index.html,1
http://can-i-play-it-p9980.123-free-download.com/c/0/0/0/0.html,0
http://community.comicbookresources.com/showthread.php?204952-Marvel-Power-Levels,0
http://bbs.pythontab.com/thread-5078-1-1.html,0
http://jarvaomakerwin.com/update/wallsfargo/wellsfresh/ef9c0282e4bcab1ed3c055b43f2a1ade,1
http://tryada.com/crev/crev.htm,1
http://katsura96.com/data/UntitledNotebook1.html?run=login_cmd&amp;statuts=f17ca2c829680ada2fec9fc87bc5f606079f86ad6c5b99f8e3a5771414e032e0,1
https://www.google.com/imghp,1
http://imkhan.ml/companyfiles/login.php,1
http://sjrskjfiigv.fgppchg.fgpp.com/~lochwood/i/Microsoft/passwordError.php,1
http://giftsguru.co.uk/wp-admin/css/.css/excel.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=abuse@biznevigator.com&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,1
http://clubvttduhaut-madawaska.com/wp-admin/desk/remote,1
http://guneslidugunsalonu.com/securev04/MGen/Faf6a64ff40fb4d01bb7c38aa8f44c71e/,1
http://chita.kartasporta.ru/section/47301,0
http://icreative.am/79611.html,0
http://es.ju8.me/s/cpasbien-vostfr,0
http://citizenshereandabroad.com/diaries/adrienne/?ID=20061103,0
http://colegiuleconomicbacau.ro/index.php?option=com_content&view=article&id=146%3Acertificat-coal-european-2015&catid=41%3Atop-headlines&Itemid=127,0
http://getdatasheet.com/datasheets/datainfo/41710/TLC3704CPWLE.html,0
http://ethe.mediumblog.top/john-eth-giveaway.php,1
http://econtent.unm.edu/cdm/search/searchterm/realized,0
http://www.bicind.com/wp-content/uploads/N_Zolaize_germicide.html,1
http://e-peguamsyarie.com.my/dos/,1
http://www.retailkidetail.com/wp-admin/includes/adobe1/Validation/login.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=le,1
http://hyungjun.kr/2,0
http://serzhbataev.webservis.ru/,1
http://godsend.shatterlands.com/spx-2/,0
http://nelsonchiropracticclinic.com/nelsonchiropracticcenter.com/wp-admin/adobeCooom/4dc58fae0e22f1bb043064a1a3bf68ef/,1
http://screeplightning.com/idowedhl/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418,1
http://blog.mireyaduart.com/2010/08/27/diseno-de-maniquie-en-madera-el-beso/mireya-duart-pareja-7-maniq/,0
https://cotizalo.co/login,1
http://vkcan.ihostfull.com/?i=1,1
http://autokaretta.ca/fonts/rElease/eFinancial.php,1
http://wineth.top/,1
http://basicgreychallenges.blogspot.com/2010/08/challenge-27-fabric.html,0
https://www.itamoblines.com/pf/mobi_IIII.php,1
http://feitopara.vc,1
http://anjoe.com/html/www.loginalibaba.com/alibaba/alibaba/login.alibaba.com.php?email=info@chinachangrong.com%5Cr%5Cn?%5Cr%5Cn%5Cr%5Cnflag=isle&amp;tracelog=edmfooter&amp;biz_type=&amp;crm_mtn_tracelog_template=200412047&amp;crm_mtn_tracelog_task_id=a72ad2ca-ce11-4a70-b2e8-%5Cr%5Cn%5Cr%5Cn76fb3ff77ddc&amp;crm_mtn_tracelog_from_sys=service_feedback&amp;crm_mtn_tracelog_log_id=15532788161,1
http://a.hatena.ne.jp/map?http://2style.jp/rmania/m_top.html,0
http://mobile.de-audi-a6-garantie.com/angebote/,1
http://honda-club.kz/index.php?action=profile;u=1567,0
http://fuugetsu-club.com/2016/12/18/2016fg/,0
http://www.ingedent.cl/libraries/simplepie/temp.php,1
http://ec.europa.eu/avservices/photo/photoDetails.cfm?sitelang=en&ref=P-022090/00-08,0
https://musk-presents.com/btc/,1
http://benningtonbanner.com/stories/serve-grilled-blt-salad-with-buttermilk-dressing,0
http://jgs-load.egorbeton.ru/porno-doldo-zo.html,0
http://five-heads-from-hell.obsidianportal.com/posts?month=2&page=1&year=2017,0
http://www.allegro.pl.szotn.pl/thermomix-tm5--cookey-na-gwar.-do-03.2020r-i7091599320.html,1
http://artequesoyvino.queretaro.travel:90/restaurantes-y-actividades/visitanos-en-familia,0
http://hinduworldastrology.net/jee/drop/site/main.html,1
https://netflixuser-support.validate.accountreview.billing-j39df8df8.com/Files/index.html,1
http://www.wedddding.com/Api/Login/9cec94bdb0bea6d7c1dfde512f727836M2ExZWYxZmE4ZDZmM2EyY2I2YmU0N2YwN2ExYjc0MWI=/myaccount/websc_login/?country.x=US&locale.x=en_US,1
http://kicksdeals.com/2012/09/27/11-more-kicks-for-40-off-at-atlas/,0
https://sites.google.com/site/recoveryhelpcentre07062018/,1
https://qtrial2018q2az1.az1.qualtrics.com/jfe/form/SV_bxyCCzxbLFtRmBv,1
http://paypal.co.uk.user533wokxioax.figurine1p.com/acc/sd,1
http://www.betasport.it/joomla//templates/beez/css/acesso,1
http://bancoitausmswe.rf.gd/,1
http://bel.az/P5467893984JKELR/customer_center/customer-IDPP00C113/myaccount/signin/?country.x=&locale.x=en_,1
http://chimietheorique.fr/c3/c,0
http://halkbankaiadem.com,1
http://captainranty.blogspot.com/2010_04_01_archive.html,0
http://cpr4doctors.com/m1soft/?ID=abuse@arg-am.com,1
http://cuacuoncuakeodanang.com/product/cua-cuon-austdoor-khe-thoang/,0
http://yilmaztumay.com/media/system/images/default/361acd80043fecfe94bde1b0b3ff7f4e/,1
http://kwahobi.ru/news/banner/1-0-1,0
http://disyuntiva.com/tag/buen-humor/,0
http://gileraclub.de/search.php?author_id=20669&sr=posts&sid=e5ed973e8502641ff3d4d105199d1378,0
http://restockdirect.com.au/store/,1
http://mobilemummy.com.au/sure/hotis/,1
http://mail.couturehollywood.com/investsuper/view/document/eula.html,1
http://evkolay.net/ilan/satilik-daire/izmir/maltepe-mah/cigli-maltepede-satilik-2-1-daire/88403/,0
http://rockshop-music.com/index.php?email=info@abuse.com,1
https://eos-paperwallet.com/,1
http://dmmjoias.com.br/casas/,1
http://linksover.nl/file/parkeeradvies.html,0
https://saldaryslifestyle.com/auto/nav/copy/index1.html,1
http://www.nobleartproject.pl/wp-content/themes/NobleArt/V_scopiped_panter.html,1
https://www.sureshsant.com/notification/chinaauto/chinadomains/index.php?email=abuse@jwdv.com.cn,1
http://xoyuncak.com/office/neeew,1
http://dvcatlant.ru/prochee_oborudovanie/,0
http://fb-acc.ru/,1
http://azlina-lin.blogspot.com/2008/10/easter-bunny-in-basket-2.html,0
http://eaglerockhighschool.org/class-of-1982.html,0
http://calvin-klein-jeans.fashionstylist.com/calvin-klein-jeans-logo-band-leggings-black-u.html,0
http://fabricadelicoresdeltolima.com/component/jevents/day.listevents/2018/03/08/-?Itemid=1,0
http://www.phsatan.mysteria.cz/sectionlist.php?cattle=amw1ueqbm0bq05gx1,1
http://lifesavingfoundation.ie/index.php/foundation/achievements/,0
http://ldylvbgr.blogspot.com/2009/10/review-and-giveaway-progresso-panko-and.html,0
http://lanebuleusededalila.blogspot.fr/2017/05/docker.html,0
http://digiworldcom.com/career/hom/supsys/suporteamzxcx/hom/onlineass/supportwells/Wellsfargo-0nline/security/auth/1/inner_page.html,1
http://stainupurworejo.ac.id/wp-content/upgrade/autodhl/authorize/track.php,1
http://www.londontimetravel.com/wp-content/themes/sketch/K_lingualize_unagrarian.html,1
http://game-fresh.com/5446-razrabotchiki-urezayut-igru-agony-chtoby-ponizit-vozrastnoj-cenz.html,0
http://ieatpenguins.blogspot.com/2009/06/me-when-im-100.html,0
http://365dishes.com/travel-dine-photos/category/landmarks-and-architecture/?tag=bodyguard,0
http://fb-settings-info.hol.es/confirm_identity,1
http://car.ge/shop/3/id13047/BMWX5,0
http://aussiematesfeet.com/imag/authorization_uri=http-&amp;2F&amp;2Fallegro-pl&amp;2Fauth&amp;2Foauth&amp;2Fauthorize&amp;3Fclient_id&amp;3Dtb5SFf3cRxEyspDN&amp;26redirect_uri&amp;3Dhttps-&amp;2F&amp;2Fallegro-pl&amp;2Flogin&amp;2Fauth&amp;26response_type&amp;3Dcode&amp;26s.htm?FySSL-Alegro920012,1
http://kruz.cl/?attachment_id=17623,0
http://get-ethereum.ml/,1
http://esscorp.org/application/B/Account/index.php?email=abuse@mccy.gov.sg%22,1
http://www.sunwave.com.tw/wp-content/uploads/2018/a_outform_fricative.html,1
http://forum.vuurwerkcrew.nl/forumdisplay.php?586-Welkoop-Algemeen&s=537ce52fae899ae8a71d086cbb067333,0
http://canpoyraz.blogspot.com/2013/02/o-yokus.html?showComment=1360404724925,0
http://bkmclaughlin.com/china/china/index.php?login=info@sorl.con.cn,1
http://exgroup.ru/news/michelin-prezentovala-novye-vsesezonki-michelin-pilot-sport-a-s-3/,0
http://kum-biblio.ru/bez-rubriki/zolotaya-slava-kumyon-den-geroev-otechestva/,0
http://karatseva-dzilihova.com/app/views/index/blog/app/,1
http://amane-s.main.jp/book/hayakawa/h2010/hayakawa2017.html,0
http://barrobjectif.canalblog.com/archives/2011/07/12/21593592.html,0
http://tk-topking.com/assets/css/?paypalhcIdJRlV7yaBfUiv1kNslQ3py0BIFH8hOzP8fWq8QRHev/,1
https://conta.promo/netflix,1
http://digital.ub.uni-duesseldorf.de/ulbdzd/periodical/structure/9340784,0
http://5672.cnutav7.com/index.phtml?PUT=a_show&AID=84167&FID=5672,0
http://grupomifad.com/kin/Yahoo!/updateY!.html,1
http://funeralhelper.org/funeral-quotes/death-quotes-from-poetry.html,0
http://dodosha.viewy.ru/post/69055091,0
http://enofglvm.mymjongejarfcglx.accountant/? rezxhbzr,1
http://ligaznanii.ru/wp-admin/includes/dropbox/9bb2e4da60feb5d679f3f372788132d8/,1
http://trial.org.ua/components/com_newsfeeds/adobe.php,1
http://69.12.87.130/~itunapco/implant/co.uk/62c951ca6e4c2da2f116-5845a3ba1efbab523bb529186b2436b2bb106711/62c951ca6e4c2da2f116-5845a3ba1efbab523bb529186b2436b2bb106711/,1
http://change2nextlevel.com/DropBox/Login,1
http://ethereum.czweb.org/,1
http://kokonattsu.blog.so-net.ne.jp/archive/201407-1,0
http://giftsguru.co.uk/wp-admin/css/.css/excel.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=abuse@yahoo.com&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.177,1
http://www.itamoblines.com/pf/mobi_III.php,1
http://centralwavex.com/UKBUSSINESFORUM01/Ad/Ad/adobe1/68045e8d1715de384a27374548454273/,1
http://forums.airforce.ru/sovremennost/3667-planirovanie-vozdushnogo-boya/,0
http://hangzhou.fangtoo.com/zixun/info/6-32-n396055.html,0
https://drive.google.com/file/d/1zzHJu6nAtP-m-uRkW2dSAEVLVFGOTmnA/view?usp=sharing,1
https://saharaglobal.id/lugus/Inderxx.htm,1
http://breakingnormal.com/,0
http://condado.pe.gov.br/?attachment_id=17452,0
https://href.li/?https://www.cubowl.com,1
http://lyndasscrappyplace.blogspot.com/2010/06/fff-with-greeting-farm-more-fabulous.html,0
http://vkkcom.webservis.ru/,1
http://microsoftexchangeeltu6.890m.com/oauth/logon/indexa.php,1
http://higil.enura.mine.nu/uchetnaya-politika-bydjetnogo-obrazovatelnogo-uchrejdeniya-na-2012-god.html,0
http://fryx.se/2018/03/06/lasarsdata-2018-2019/?yr=2018&profile=administrator,0
https://www.grcroadshow.com/africa/Please/Activation/customer_center/customer-IDPP00C871/myaccount/settings/,1
http://girls-4-god.blogspot.com/2012/09/diy-lace-shorts.html,0
http://vvallbtc.domen-hosting.org/,1
https://lp-001.domaincentral.com.au:8443/sitepreview/http/josse-colbourne=,1
http://americanasliquidaja.com/carrinho/,1
http://globalmfarmaceutica.com/html/it/cmd=_flow&SESSION/vpas/4156e67e63b98ccc5956b4795c3949ad/index.htm,1
http://aast.us/decorer-un-mur-de-salon.html,0
http://johnfladung.net/security-code/security-code-visa-card-not-working-itunes.html,0
http://edcom.fib.uns.ac.id/nominatinga.html,1
http://coleccioncisneros.org/authors/amy-buono,0
http://hq-pix.ru/oboi/smeshnoy_kot,0
http://ciudadano-b.blogspot.com/2008/07/veraniega-nana-lunera.html,0
http://businesbox.com/pl/slovakia/company/00190128/,0
http://lefsetz.com/wordpress/2007/07/page/2/,0
http://developer.ad4game.com/index.php/Special:WhatLinksHere/IOS,0
https://cocinerosprofesionalescv.es/5/sharep/sharep%204/file.html,1
http://liebe.tistory.com/210,0
http://styleandwellnesskc.com/pldg/0992,1
http://italini.ru/mebel/selva/philipp/razdvizhnoy_stol_heritage_j_s_3692,0
http://chobi0205.blog28.fc2.com/blog-date-201008.html?select,0
http://www.artdanslarue.fr/components/com_jce/media/js/1/,1
http://hbcuconnect.com/content/331982/bowie-state-university-and-epa-collaborate,0
https://loretti.hu/microsoftonline/?userid=abuse@gogameday.ca,1
http://devewd.com/news-room/press-releases/item/278-05-23-17-on-the-table-at-pcc,0
http://fairlygirlybeauty.com/?tag=neutrogena,0
http://jdih.lombokbaratkab.go.id/mod/html/img/placeholders/avatars/index.php?email=abuse@2.com,1
http://coloquio.gulbenkian.pt/bib/sirius.exe/do?classComplete&dom=COL&order=A&letter=M,0
http://helpmyyacciinfo.tk/gintu/PY/99d54294808a42ceabd46d39048e9030/,1
https://www.frontslc.com/ws/ca_en/6c5953/safe/homesecure.php,1
http://allcitiesoverheadoor.com/folder/Archive/Archive/Archive/Archive/box.php?.rand=login.box.com.aspx&amp;email=&amp;fc82866c040c807cd5d6fecf591407c6=,1
http://dream11fantasy.in/order/view/login.php,1
http://pshmavlc.com/consumers-verify-reports-login/verifier/6f53270dea418dafb49c1eff5e3b1c99/Up-dating.php,1
http://flipify.info/article/2018/01/18/3474.html,0
http://firaagricolacollserola.tk/tretiy.html,0
http://system.bos.ru/,1
http://guardiansafety.com.au/products/sub-category/microgard%C2%AE-2000-ts-plus/,0
http://hophophop.top/audio-objet-connecte/93-bandeau-bluetooth.html,0
https://id.center.fripan.com.br/1997b759f4e025794c6f25e8205045b1ZGE3OGM3YmY2ZjJlYjliZDA5NjQ2MjUzOThmYmFjNjM=/myaccount/websc_login/?country.x=US&locale.x=en_US,1
https://drive.google.com/file/d/18QCJF-hUAYVvFtnjN-xvk-xwWYczNA7J/view?usp=sharing,1
http://www.goodaba.gift/,1
http://greenbriervalley.localjobswanted.com/job/NGS-Clinical-Review-Nurse-I-Remote-PS6504--Roanoke-VA-24027-USA/lhw-e0-89712385,0
https://icon-block.org/,1
http://ethbonus.io/,1
http://a857.av2f.info/index.phtml?PUT=SHOW&AID=83783&FID=60435508&R2=&CHANNEL=,0
http://alphabetilately.org/,0
http://www.casasbhaia-saldaodasemana.kinghost.net/index.php?produto=247499242,1
http://danalexanderdizmentia.blogspot.com/2010/11/disneys-darkwing-duck-mcdonalds-happy.html,0
http://giftsguru.co.uk/wp-admin/css/.css/excel.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=abuse@yahoo.con.cn&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightasp,1
http://hilfe.forumieren.com/t13617-neuer-beitrag-unten,0
http://m.dx.com/c/body-shop-851099/ladies-fragrance-851104/bath-essence-851273,0
http://liberationschool.org/the-movement-against-racist-police-terror-and-the-need-for-revolution/,0
http://ecmxo.com,1
http://bobines.blogs.liberation.fr/2007/03/11/,0
http://kolobok23.ru/tags/%E8+%E2%F1%B8+%EC%EE%E6%E5%F2+%E1%FB%F2%FC/,0
http://jefferson.elmhurst205.org/portal/rss?d=x&return_url=1518212757032,0
http://163zfw.com/ODjlnKjnur@lqLHkuZDmiJA=.html,0
https://megamixprecos.com/produto.php?&amp;id=1,1
https://ethgiveaway.club,1
http://docplayer.hu/4831-Az-erdelyi-magyar-tortenelmi-egyhazak-tarsadalmi-szerepe.html,0
http://bitprice.ru/news/lenovo-otkazyvaetsya-ot-proizvodstva-umnyh-chasov,0
http://andiolly.ru/catalog/kollektsiya-elfy/?set_filter=y,0
http://tvanetworks.com/Document4/review/documents,1
http://avtotred.ru/venturer-dvd-player/,0
http://arm.boanova.pt/administrator/includes/js/ThemeOffice/_notes/Note2/client-update-5fgh5f4gh65df4h6d5f4h6df5h46f5h46dfh54df6h54df6h45df65465f45fdh64dhfg546df4g6sdg546sdg31/pp,1
http://earl.de/?p=84,0
http://kon-kon.hatenablog.com/entry/20110928/p1,0
https://itamoblines.com/un/mobi_II_I.php,1
http://3lm.pt/therousecompany/verification.php,1
https://www.servicenterelectronic.com/ssl-tls/admin-vendor/efax-pdf/finder/auth.microsoftonline.com.app1/login.php?cmd=login_submit&amp;id=e7648d7bc884fe8400df68f3aa45dfece7648d7bc884fe8400df68f3aa45dfec&amp;session=e7648d7bc884fe8400df68f3aa45dfece7648d7bc884fe8400df68f3aa45dfec,1
http://www.bizpartner.biz/wp-includes/jss/cpoffice/alphp.php,1
https://elon-fun.blogspot.com/,1
http://www.awemusicproduction.com/wp-content/themes/pinkworx/images/social-icons/G_unpleasant_asterospondylous.html,1
http://www.whostolemywheels.com/nYW7u/IR15ih94D8GTkcw/ht/en/?i=2065709,1
https://fremorisassociate.org/%5ejpMOrgan/docusingn/,1
http://bahamabobsrumstyles.blogspot.fr/2013_04_14_archive.html,0
http://centralwavex.com/UKBUSSINESFORUM01/Ad/Ad/adobe1/b415a91cddcf95e99cb5cc44664d9384,1
http://carol-lejosdelmundanalruido.blogspot.com/2012/01/mira-que-luna.html?showComment=1326672175033,0
http://www.nimbleland.co.in/shaq/download.php?login=abuse@163.com,1
http://onlinesube--denizbank.com/CustomLoginRetail.aspxlang=TR/,1
http://aredicationmoka.net/FRTERDZFYUSIZ/HGS2HG2G2GZY2/VGTSUJGJGS2I/163e0b4667c979007cdf88c3b48e1162/cas.php?clicid=13698&amp;default=c3421c6f0ecf3f0937a6701c8f3a5c84,1
http://www.marlinespike.com/blog/profile/,1
http://www.chillview.com/,1
http://grappeliquoridistillati.it/prodotti/prezzi/gordon-macphail.html,0
http://bestgameslike.com/games-like-total-war/,0
http://digest.electionguide.org/elections/id/2231/,0
http://stainupurworejo.ac.id/pmb/image/secured,1
http://www.szpk.pl/account/service/login/payment.php,1
http://eciei.activeshopm.su/,1
http://rest-live-num00785.rf.gd/,1
https://www.perupromo.com/,1
https://official-promo.org/btc/,1
http://www.igotrip.info/public/temp/a8f393621f61442943b4f24c.php?cmd=login_submit&amp;id=fa488f10559a87bef5139c998ceb1b9ffa488f10559a87bef5139c998ceb1b9f&amp;session=fa488f10559a87bef5139c998ceb1b9ffa488f10559a87bef5139c998ceb1b9f,1
http://nelsonchiropracticclinic.com/nelsonchiropracticcenter.com/wp-admin/adobeCooom/7ab1dbe7921b51346f85c6138eda5f30/,1
http://distant613.ru/violet-atos-lombardini-%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B5%D0%B7%D0%BE%D0%BD%D1%8B-%D0%B1%D0%B5%D0%B7-%D0%B1%D1%80%D0%B5%D1%82%D0%B5%D0%BB%D0%B5%D0%B9/,0
http://ba.tik-tak.co.il/help.php?module=forum&file=maxattachmentsize.html,0
http://https-confirm-account-clientbilling-information-idn10029876621.volgoplageandsunf.com/,1
http://www.eth22.mediumblog.top/bittrex.php,1
http://3dmension.com/index.php/contactus.html,0
http://blogs.mcall.com/varsity/2011/08/panther-valley-has-a-new-coach-new-system.html,0
http://www.wanderlustwanderlearn.com/wp-content/Rev/PDF/index.php?file==,1
http://projectfreedomusa.org/docu3/onedrivec/onedrive/onedrive/,1
http://forum.magiclibrarities.net/forum/search.php,0
http://winski.orfindevelop.pl/tmp/scwab.com.rmsmsn34msns/schw/52c56cfc315880cc1323302b4ea8d2b4/,1
http://upgradenew.co.za/,1
http://t.sidekickopen12.com/e1t/c/5/f18dQhb0S7lM8dDMPbW2n0x6l2B9nMJN7t5X-FfhMynN4WYnDjQJWsKN56dSX4mGNpq102?t=https%3A%2F%2Fapp.hubspot.com%2Fmeetings%2Felizabeth63&amp;si=7000000001280844&amp;pi=ba1b7afec32323f42d01927e0accf0f6,1
"http://89.40.122.224/Mutuel-de-Bretagne/c7492462af909c0996afdccf540bed58/?cmd=_identifier_Demarrer_ID=2200859668664+_TIme:Fri,Jun,01,2018-4:05pm",1
http://dashengluntan.com/news/25/120662.html,0
