"url","type"
"ethicalsuperstore.com/products/green-and-blacks/organic-hot-chocolate-drink/?_$ja=tsid:6494%7Ccc:%7Cprd:12744%7Ccat:Groceries+%26+Everyday+%3E+Drinks+%3E+Chocolate","benign"
"lilliputreview.blogspot.com/2011/04/r-h-blyth-on-waka-and-haiku.html","benign"
"basketball.wikia.com/wiki/Golden_State_Warriors","benign"
"ech.cwru.edu/ech-cgi/article.pl?id=PGS","benign"
"filmaffinity.com/es/search.php?stype=cast&stext=Elliott+Gould","benign"
"chicopeemasoniclodge.org/westover.htm","benign"
"filmcritic.com/features/2008/10/american-science-fiction-movies/","benign"
"geographic.org/geographic_names/v/ve_014.html","benign"
"paperbackswap.com/Sadie-Rose-Adventure-Hilda-Stahl/book/0891076352/","benign"
"baseball-almanac.com/players/player.php?p=hengeda01","benign"
"biographi.ca/EN/ShowBio.asp?BioId=41243","benign"
"deborahfrances-white.com/stand-up.html","benign"
"spcmoray.com/","benign"
"edu.gov.on.ca/eng/sift/indexSec.asp","benign"
"benoitglazer.com/","benign"
"judgepedia.org/index.php/Alan_Gold","benign"
"sbnation.com/ncaa-football/players/36729/brandon-smith","benign"
"isearch.com/searching.php?qloc=&showForm=name&qname=Robin+Kelly&refer=3338","benign"
"ratemyteachers.com/amelia-high-school/15131-s","benign"
"carfloormatsforsale.com/door-sill/","benign"
"facebook.com/pages/Liberman-Broadcasting/106123536086051?sk=info","benign"
"thefreelibrary.com/No+Catholic+schools+in+Quebec.-a030534573","benign"
"cngzhz.en.ec21.com/","benign"
"atlasshrugs2000.typepad.com/atlas_shrugs/2007/08/your-black-musl.html","benign"
"rotoworld.com/player/nhl/1413/player?r=1","benign"
"facebook.com/topic.php?uid=34012632110&topic=5794","benign"
"tomdegan.blogspot.com/","benign"
"http://codecanyon.net/item/hide-my-joomla-hide-your-source-links/full_screen_preview/8988449","benign"
"cswisdom.com/","benign"
"ibabuzz.com/outtakes/category/night-owl/crown-city-rockers/","benign"
"youtube.com/watch?v=ueziUAQR9LU","benign"
"en.wikipedia.org/wiki/Simonne_Monet-Chartrand","benign"
"martindale.com/Brett-Donald-McIntosh/834737-lawyer.htm","benign"
"frillr.com/?q=taxonomy/term/1733","benign"
"bankingblog.celent.com/?p=2493","benign"
"en.wikipedia.org/wiki/Category:American_religious_leaders","benign"
"narrativemagazine.com/authors/saul-bellow","benign"
"benmeadowcroft.com/reports/corbato/","benign"
"spokeo.com/Mike+Burrows","benign"
"http://otomoto.pl/ciezarowe/EW4Hou_aN610rPsocimkJ_IuLBofatBy4b0MLqoh7Lf.B7/JOcK7gzdoyrcIT2176iLzhCz8UoPOGcT6Y1ax8FNTPf.l7","benign"
"youtube.com/watch?v=FXWq7qMYB2s","benign"
"cifstate.org/","benign"
"nchsband.com/","benign"
"tvguide.com/celebrities/peter-keleghan/169984","benign"
"arstechnica.com/apple/news/2011/07/how-charlie-miller-discovered-the-apple-battery-hackhow-a-security-researcher-discovered-the-apple-battery-hack.ars","benign"
"blog.metmuseum.org/penandparchment/tag/hours-of-jeanne-devreux/","benign"
"divacafe.net/","benign"
"archive.org/stream/lifeofmaryqueeno00headuoft/lifeofmaryqueeno00headuoft_djvu.txt","benign"
"http://buzzfil.net/article/5646/animaux/on-dirait-une-attaque-mais-la-realite-en-est-tout-autre-3.html?href=inner_website","benign"
"manta.com/c/mmq1m7y/coldwell-banker-heart-america","benign"
"superpages.com/bp/Milford-OH/Cliff-Riley-Insurance-L0125750056.htm","benign"
"ideas.repec.org/e/ppe73.html","benign"
"flickr.com/photos/cornforthimages/5812399737/","benign"
"national.citysearch.com/profile/45753728/vacaville_ca/fentons_creamery.html","benign"
"http://yourlust.com/videos/tight-euro-teen-anna-gets-properly-fucked-on-the-floor.html","benign"
"nytimes.com/pages/books/index.html","benign"
"legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=10372","benign"
"homegain.com/local_real_estate/ND/argusville.html","benign"
"http://noticias.uol.com.br/album/bbc/2015/04/01/obras-de-anel-rodoviario-de-r-68-bilhoes-afetam-rios-e-nascentes-em-sp.htm","benign"
"theglobeandmail.com/news/opinions/editorials/in-the-commons-the-kids-are-alright/article2011610/","benign"
"bw.edu/athletics/fb/staff/grabowski/","benign"
"fadsplymouth.com/","benign"
"locatetv.com/tv/ellen-degeneres-show/1964142/episode-guide","benign"
"imdb.com/name/nm0769371/","benign"
"scotborders-folk.org.uk/labels.htm","benign"
"visa.ca/gvav/list2005.jsp?year=2005&curMonth=12","benign"
"en.wikipedia.org/wiki/Party_of_One_(Peter_Elkas_album)","benign"
"http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-bach-khoa-ha-noi-nam-2014-487293.html","benign"
"http://pikabu.ru/tag/%D0%BC%D0%B8%D0%BD%D0%B8%D0%BC%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC/hot","benign"
"absoluteastronomy.com/topics/Legion_of_Merit","benign"
"thaiairways.com/","benign"
"famouspeople.com/famous_biographies/Lizzie_Stanton.htm","benign"
"triclopsband.com/","benign"
"mp3raid.com/music/lo_key.html","benign"
"amtrakcalifornia.com/index.cfm/routes/san-joaquin/","benign"
"4martinique.com/","benign"
"http://extratorrent.cc/torrent/4189694/Linux+User+%26+Developer+-+50+Critical+Fixes+%28Issue+152%2C+2015%29.html","benign"
"dwaynemeisner.com/","benign"
"linkedin.com/pub/john-barkley/7/764/916","benign"
"flyershistory.com/cgi-bin/b-player.cgi?Bernie_Parent","benign"
"topix.com/ca/montreal-qc-montreal-nord","benign"
"trssllc.com/","benign"
"allgame.com/game.php?id=39396","benign"
"renerichardcollections.com/media.html","benign"
"securityfirstinternationalholdings.com/","benign"
"factbites.com/topics/Leyte","benign"
"car-stuff.com/pontiacgrandprixparts.htm","benign"
"usa-people-search.com/Find-Steven-Schwartz-CO.aspx","benign"
"en.wordpress.com/tag/j-pop/","benign"
"pinoyexchange.com/forums/archive/index.php/t-194687.html","benign"
"classicflix.com/buster-keaton-shorts-collection-bluray-1920-1923-p-11169.html","benign"
"vodacom.co.za/","benign"
"uwsuper.edu/alumni/halloffame/individuals.cfm","benign"
"suite.tekora.com/i/philippecoupjambet","benign"
"medicine.mcgill.ca/radiology/home_teachinghospitals.htm","benign"
"http://gizmodo.com/one-year-after-the-first-snowden-leak-whats-really-cha-1586213046/all","benign"
"jbmfilms.com/","benign"
"en.wikipedia.org/wiki/Southeast_High_School_(Kansas_City%2C_Missouri)","benign"
"infopig.com/news/12-08-2009.html","benign"
"http://uproxx.com/dimemag/2015/05/lebron-instagram-like-wants-to-leave-school-to-be-model-she-shouldnt/","benign"
"linkedin.com/pub/tim-stepanski/18/319/149","benign"
"deafresources.info/","benign"
"http://web.tv/liveCategory/17/language/1/index/changeLanguage/newshared/searchAutoComplete","benign"
"juggle.com/gary-pettis","benign"
"weather.noaa.gov/weather/TX_cc_us.html","benign"
"answers.com/topic/the-northern-pikes","benign"
"uk.ask.com/wiki/Lou_Holtz","benign"
"adsoftheworld.com/profile/profile_country/Egypt?page=4","benign"
"lifeskate.com/skate/2009/01/jessica-dub%C3%A9-and-bryce-davison-win-pairs-event-at-2009-canadian-figure-skating-championships.html","benign"
"flixster.com/actor/tyrone-benskin","benign"
"basil-poledouris.thelyricarchive.com/lonesome-dove/","benign"
"monettecn.multiply.com/contacts","benign"
"collegehockeynews.com/news/2010/03/13_quinnipiac.php","benign"
"summitconnects.com/In_the_News/ARCHIVE/2005_06.htm","benign"
"http://yourlust.com/videos/frantic-european-blondie-rocks-the-show-with-masturbation-solo.html","benign"
"dailymotion.com/video/x3ytl9_wcw-superbrawl-1998-part-1_sport","benign"
"imdb.com/name/nm0056924/","benign"
"wn.com/De_La_Rue","benign"
"ehow.com/list_7588256_solar-panel-manufacturing-companies.html","benign"
"prnewswire.com/news-releases/reportlinker-adds-the-top-10-confectionery-companies-84485407.html","benign"
"sanfranciscobay.sierraclub.org/","benign"
"myspace.com/amyryan07","benign"
"placesforafrica.com/exdeo/directions.php","benign"
"hmckc.maestroweb.com/","benign"
"poemhunter.com/poem/the-ten-lepers/","benign"
"fanpop.com/spots/jun-matsumoto/images","benign"
"facecouncil.org/","benign"
"factmonster.com/ce6/people/A0809182.html","benign"
"mylife.com/c-2123302385","benign"
"barnesandnoble.com/w/hero-living-rudy-reyes/1100173214","benign"
"facebook.com/pages/Sergio-Vitanza-Belgrave/179652016207","benign"
"jigsaw.com/scid5327852/peter_m_blaikie.xhtml","benign"
"http://rt.com/in-vision/oles-buzina-last-respects/assassinated-oles-journalist-buzina/","benign"
"http://torcache.net/torrent/2463A34D382BCD98F471FB5A7F028D2B49EBE011.torrent?title=[kickass.to]vmware.workstation.9.0.2.build.1031769.final.serial","benign"
"ihavenet.com/nfl-2008-new-york-giants-aim-to-repeat-as-NFL-champions.html","benign"
"ca.linkedin.com/pub/daniel-belanger/15/b37/b62","benign"
"2merkato.com/20110920355/afdb-to-co-finance-ethiopian-power-line-to-kenya","benign"
"jdcarr.com/forsale.htm","benign"
"lyrics.com/cant-hold-us-down-lyrics-christina-aguilera.html","benign"
"croonet.com/start/G_NDg4MDQwMQ%3D%3D/","benign"
"soloautotuning.com/nissan-juke/","benign"
"totalwrestlinguk.co.uk/wcw-ppv.php","benign"
"armchairgm.wikia.com/1957_NCAA_Men%27s_Division_I_Basketball_Tournament","benign"
"facebook.com/TheLateLateShowwithCraigFerguson?filter=3","benign"
"baseball-almanac.com/teamstats/roster.php?y=1985&t=MON","benign"
"alibris.com/search/books/author/Pratt%2C%20Fletcher","benign"
"smartshoppingmontreal.com/store.php?s=146","benign"
"http://elitedaily.com/entertainment/film/uncle-wears-princess-dress-movie-niece/976238/","benign"
"dipity.com/timeline/NTSB-FedEx-Crash/","benign"
"facebook.com/pages/London-Ice-Dawgs-Youth-Hockey-Club/221260881220211","benign"
"legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=18648","benign"
"kalamu.com/bol/2008/04/14/kevin-mahogany-%e2%80%9cjust-my-imagination%e2%80%9d/","benign"
"baltimorebeatdown.com/2010/4/20/1433515/baltimore-ravens-2010-schedule","benign"
"mylife.com/roygiff","benign"
"linkedin.com/pub/dir/chris/benoit","benign"
"youtube.com/watch?v=AEXM7LxEwig","benign"
"allposters.co.uk/-st/Tessier-Posters_c82413_.htm","benign"
"montrealselectlimo.com/","benign"
"wiley.com/bw/editors.asp?ref=1098-1616","benign"
"theposselist.com/agencies/indiana/indianapolis/","benign"
"montrealgazette.com/sports/Horror+Hartford+silver+lining/5723049/story.html","benign"
"katu.com/traffic/live","benign"
"http://torcache.net/torrent/C17420F0CEB6D995732BAE67BD73B51B505005EA.torrent?title=[kickass.to]counter.strike.source","benign"
"hollow-art.com/base/jessalyn-gilsig-heroes","benign"
"theglobeandmail.com/life/health/leslie-roberts-works-out-hard-to-overcome-a-poor-family-health-history/article1558802/","benign"
"burbed.com/","benign"
"mylife.com/c-1956134312","benign"
"ca.linkedin.com/pub/dir/Angela/+/ca-4880-Vancouver%2C-Canada-Area","benign"
"mylife.com/damonhenrysr","benign"
"rottentomatoes.com/m/the_swimming_pool/","benign"
"aceshowbiz.com/celebrity/dianne_wiest/","benign"
"https://medium.com/human-parts/the-laziest-coming-out-story-you-ve-ever-heard-a9f877acdd14?source=has-recommended","benign"
"elyrics.net/read/p/prince-lyrics/why-you-wanna-treat-me-so-bad-lyrics.html","benign"
"checksure.biz/directors-da-121.htm","benign"
"people.famouswhy.com/ramzi_yousef/","benign"
"wn.com/Raymond","benign"
"youtube.com/watch?v=aYRauv5oeXQ","benign"
"armchairgm.wikia.com/San_Diego_Chargers","benign"
"imartial.com/","benign"
"theglobeandmail.com/report-on-business/careers/susan-pinker/why-we-cant-really-assess-our-own-skills-and-performance/article1896412/","benign"
"doom.ocremix.org/","benign"
"yidio.com/celebrity/ted+lange","benign"
"mondotimes.com/1/world/ca/63/3144/27447","benign"
"montrealgazette.com/health/Cancer+fight+hits+home+Alouettes+Marc+Olivier+Brouillette/5589710/story.html","benign"
"wanderingcommuter.blogspot.com/2009/10/are-philippine-gay-indie-films-really.html","benign"
"http://qz.com/371908/the-greeks-money-already-stuffed-under-mattresses-may-learn-their-fate-this-weekend/","benign"
"baseball-almanac.com/yearly/yr1887a.shtml","benign"
"worthpoint.com/worthopedia/1881-rogers-silver-plate-tea-pot-sugar-bowl","benign"
"daylife.com/topic/Gabriel_Aubry","benign"
"chnm.gmu.edu/dimenovels/romance_series.html","benign"
"mafiaslugger.blogspot.com/","benign"
"forecaster.thehockeynews.com/hockeynews/hockey/player.cgi?990","benign"
"amazon.com/Lonely-Planet-British-Columbia-Fanselow/dp/1864502207","benign"
"flightsimhangar.com/fsblog/?p=1061","benign"
"comtedegrasse.org/history.html","benign"
"section303.com/jp-dumont-bought-out-by-the-nashville-predators-11886","benign"
"zimbio.com/Marshon+Brooks","benign"
"linkedin.com/pub/dir/donald/harvey","benign"
"scnow.com/sports/2011/mar/18/patriots-reflect-1986-naia-national-championship-ar-1598780/","benign"
"songlyrics.com/doobie-brothers/sweet-maxine-lyrics/","benign"
"http://babal.net/downloads_details/497/%D9%83%D8%A7%D8%B8%D9%85-%D8%A7%D9%84%D8%B3%D8%A7%D9%87%D8%B1---%D8%A7%D9%86%D8%AA-%D8%A7%D9%84%D8%AE%D8%A7%D8%B3%D8%B1","benign"
"http://zozo.jp/shop/americanragcie/?price=proper&p_ssy=2015&p_ssm=5&p_ssd=13&p_sey=2015&p_sem=5&p_sed=13&dstk=2","benign"
"crisiscampmontreal.wordpress.com/","benign"
"broadcasting-history.ca/index3.html?url=http%3A//www.broadcasting-history.ca/stations/tvlinks.html","benign"
"johndouglasmindhunter.com/forums/viewtopic.php?t=6383","benign"
"rachelperry.wordpress.com/2010/07/02/zach-and-angie-houston-wedding-photography/","benign"
"iraqwarheroes.org/wightman.htm","benign"
"legacy.com/obituaries/herald/obituary.aspx?n=jeffrey-m-klein&pid=149024269","benign"
"associatedcontent.com/article/2907580/2010_nfl_predictions_buffalo_bills.html","benign"
